id,block,total,aCount,abCount,bCount,bcCount,cCount,dCount,fCount,letter
4901,"GEOG/URB R PL 505",61,27,13,16,0,0,1,0,A
4902,"GEOG/URB R PL 506",249,209,27,5,0,0,0,1,A
4903,"GEOG 507",14,10,1,2,0,0,0,0,A
4904,"GEOG 510",108,49,23,18,11,3,1,3,B
4905,"GEOG 511",12,10,1,0,0,0,0,0,A
4906,"GEOG/GEN&WS 514",8,7,0,0,0,0,0,0,A
4907,"GEOG 518",91,67,12,2,1,0,0,0,A
4908,"GEOG 523",31,19,9,1,0,0,0,0,A
4909,"GEOG/SOIL SCI 525",6,5,0,0,0,0,0,0,A
4910,"GEOG/SOIL SCI 526",82,78,3,0,0,0,0,0,A
4911,"GEOG/ATM OCN/ENVIR ST 528",42,16,9,10,5,2,0,0,B
4912,"GEOG/ENVIR ST/LAND ARC/URB R PL 532",24,18,4,0,1,1,0,0,A
4913,"GEOG/ENVIR ST 534",24,21,0,1,0,0,0,0,A
4914,"GEOG/ENVIR ST 537",266,88,54,66,21,20,1,3,B
4915,"GEOG 538",106,52,22,22,3,4,0,0,A
4916,"GEOG/ENVIR ST 557",113,37,42,16,6,1,2,0,B
4917,"GEOG 560",264,151,64,43,0,0,1,1,A
4918,"GEOG 565",759,473,208,58,6,1,0,1,A
4919,"GEOG 566",50,46,1,2,0,0,0,0,A
4920,"GEOG 572",493,313,70,60,13,7,3,8,A
4921,"GEOG 573",66,53,9,3,0,1,0,0,A
4922,"GEOG 574",378,328,25,8,2,4,0,4,A
4923,"GEOG 575",469,279,79,56,11,11,5,6,A
4924,"GEOG 576",183,163,5,5,1,1,1,3,A
4925,"GEOG 578",383,195,128,50,6,2,0,1,A
4926,"GEOG 579",384,202,73,65,16,8,9,4,A
4927,"GEOG 602",0,0,0,0,0,0,0,0,N/A
4928,"GEOG 675",132,76,29,13,7,1,0,3,A
4929,"GEOG 676",258,114,56,50,17,9,2,0,B
4930,"GEOG 681",0,0,0,0,0,0,0,0,N/A
4931,"GEOG 682",2,2,0,0,0,0,0,0,A
4932,"GEOG 691",0,0,0,0,0,0,0,0,N/A
4933,"GEOG 692",1,1,0,0,0,0,0,0,A
4934,"GEOG 698",1,1,0,0,0,0,0,0,A
4935,"GEOG 699",79,68,8,1,1,0,0,1,A
4936,"GEOG 765",212,198,8,1,0,0,0,0,A
4937,"GEOG 766",94,86,3,1,0,0,0,0,A
4938,"GEOG 777",125,107,10,6,0,0,2,0,A
4939,"GEOG 778",120,119,0,0,0,0,0,0,A
4940,"GEOG 799",0,0,0,0,0,0,0,0,N/A
4941,"GEOG 900",23,16,7,0,0,0,0,0,A
4942,"GEOG 901",217,181,13,0,0,0,0,1,A
4943,"GEOG 918",30,22,2,1,0,0,0,0,A
4944,"GEOG 920",114,103,10,0,0,0,0,0,A
4945,"GEOG 930",238,209,16,3,0,0,0,0,A
4946,"GEOG/HISTORY 932",77,72,1,0,0,0,0,0,A
4947,"GEOG/AGRONOMY/ATM OCN/BOTANY/ENTOM/ENVIR ST/F&W ECOL/ZOOLOGY 953",82,0,0,0,0,0,0,0,N/A
4948,"GEOG 970",94,81,1,0,0,0,0,0,A
4949,"GEOG/ATM OCN/BOTANY/ENVIR ST/F&W ECOL/GEOSCI/ZOOLOGY 980",4,0,0,0,0,0,0,0,N/A
4950,"GEOG/A A E/ANTHRO/C&E SOC/HISTORY/LACIS/POLI SCI/PORTUG/SOC/SPANISH 982",151,106,35,5,0,0,0,0,A
4951,"GEOG/AFRICAN/ANTHRO/ECON/HISTORY/POLI SCI 983",15,6,6,1,0,0,0,0,A
4952,"GEOG 990",258,0,0,0,0,0,0,0,N/A
4953,"GEOG 999",6,6,0,0,0,0,0,0,A
4954,"G L E 1",4230,3880,170,49,1,16,7,5,A
4955,"G L E 171",479,450,24,2,0,0,0,2,A
4956,"G L E/CIV ENGR 291",1895,279,474,654,295,136,18,4,B
4957,"G L E/CIV ENGR 330",1940,325,310,616,361,209,82,8,BC
4958,"G L E/GEOSCI 350",247,142,43,37,12,8,1,1,A
4959,"G L E/GEOSCI 360",649,145,129,158,90,93,20,3,B
4960,"G L E/GEOSCI 370",508,130,105,117,68,52,25,5,B
4961,"G L E/ENVIR ST/F&W ECOL/GEOG/GEOSCI/LAND ARC 371",219,73,25,67,6,28,6,4,B
4962,"G L E/ENVIR ST/F&W ECOL/GEOG/GEOSCI/LAND ARC 372",0,0,0,0,0,0,0,0,N/A
4963,"G L E 401",610,317,177,89,17,3,1,1,A
4964,"G L E/CIV ENGR 421",180,113,36,21,3,4,1,1,A
4965,"G L E/CIV ENGR 430",31,16,4,7,3,1,0,0,A
4966,"G L E/GEOSCI 431",396,188,88,81,19,15,4,0,A
4967,"G L E/CIV ENGR 432",19,4,9,6,0,0,0,0,B
4968,"G L E/CIV ENGR 434",24,14,9,1,0,0,0,0,A
4969,"G L E/CIV ENGR/ENVIR ST/GEOSCI 444",86,25,27,23,5,3,0,0,B
4970,"G L E/GEOSCI 455",512,107,91,185,50,45,21,6,B
4971,"G L E/CIV ENGR/GEOSCI/M S & E 474",382,113,109,124,26,6,3,0,B
4972,"G L E 479",283,192,35,51,1,2,1,0,A
4973,"G L E 489",1,1,0,0,0,0,0,0,A
4974,"G L E/CIV ENGR 511",20,14,3,1,0,0,0,0,A
4975,"G L E/CIV ENGR 520",277,105,65,73,15,13,3,0,B
4976,"G L E/CIV ENGR 530",277,105,65,73,15,13,3,0,B
4977,"G L E/CIV ENGR 532",209,61,72,46,15,8,2,1,B
4978,"G L E/CIV ENGR 535",30,9,15,6,0,0,0,0,A
4979,"G L E/GEOSCI 537",11,5,1,3,0,0,0,0,A
4980,"G L E/GEOSCI 594",506,146,98,133,54,53,10,5,B
4981,"G L E/GEOSCI 595",409,273,62,45,12,10,0,0,A
4982,"G L E/GEOSCI 596",0,0,0,0,0,0,0,0,N/A
4983,"G L E/CIV ENGR 612",15,5,9,1,0,0,0,0,A
4984,"G L E/GEOSCI 627",776,158,160,320,72,47,10,4,B
4985,"G L E/GEOSCI 629",151,47,44,44,6,2,1,1,B
4986,"G L E/CIV ENGR 635",74,19,21,23,7,1,0,0,B
4987,"G L E 699",2,2,0,0,0,0,0,0,A
4988,"G L E/GEOSCI 724",65,34,22,6,1,0,0,0,A
4989,"G L E/CIV ENGR 730",76,40,23,11,0,0,0,1,A
4990,"G L E/CIV ENGR 732",58,26,13,12,3,0,0,0,A
4991,"G L E/CIV ENGR 733",22,7,8,5,0,0,0,0,A
4992,"G L E/CIV ENGR 735",21,6,7,0,0,0,0,0,A
4993,"G L E/GEOSCI 747",0,0,0,0,0,0,0,0,N/A
4994,"G L E/GEOSCI 757",6,6,0,0,0,0,0,0,A
4995,"G L E 790",6,0,0,0,0,0,0,0,N/A
4996,"G L E 801",25,17,6,2,0,0,0,0,A
4997,"G L E 890",8,0,0,0,0,0,0,0,N/A
4998,"G L E 900",123,101,12,9,0,0,0,0,A
4999,"G L E 990",2,0,0,0,0,0,0,0,N/A
5000,"G L E 999",0,0,0,0,0,0,0,0,N/A
5001,"GEOSCI 100",9909,3333,2110,1932,1181,815,251,115,B
5002,"GEOSCI/ATM OCN/ENVIR ST 102",39,8,7,12,3,3,3,3,BC
5003,"GEOSCI/ATM OCN 105",1413,420,281,361,130,127,25,18,B
5004,"GEOSCI/ENVIR ST 106",4883,1339,964,1128,558,613,109,66,B
5005,"GEOSCI 109",1079,117,139,125,126,102,6,9,BC
5006,"GEOSCI 110",6342,1568,874,1759,501,1087,341,129,BC
5007,"GEOSCI 111",1620,484,334,295,210,152,54,32,B
5008,"GEOSCI 112",648,103,60,173,58,184,27,12,BC
5009,"GEOSCI 115",1538,281,231,437,185,272,37,27,BC
5010,"GEOSCI 117",604,238,190,124,20,9,6,4,B
5011,"GEOSCI 118",529,107,110,138,82,48,16,10,B
5012,"GEOSCI/ATM OCN 140",1501,708,407,189,67,45,19,13,A
5013,"GEOSCI/ASTRON 160",2148,376,356,425,340,331,79,43,BC
5014,"GEOSCI 198",0,0,0,0,0,0,0,0,N/A
5015,"GEOSCI 199",40,28,12,0,0,0,0,0,A
5016,"GEOSCI 202",843,191,114,283,90,122,25,13,BC
5017,"GEOSCI 204",787,119,140,255,109,114,17,14,BC
5018,"GEOSCI 304",388,68,64,111,75,44,4,1,B
5019,"GEOSCI/GEOG 320",324,114,79,73,29,11,3,3,B
5020,"GEOSCI/GEOG 326",215,57,41,54,22,34,0,1,B
5021,"GEOSCI 331",6331,1994,1683,1189,634,421,212,30,B
5022,"GEOSCI/ATM OCN/ENVIR ST/GEOG 335",241,53,62,56,22,20,3,2,B
5023,"GEOSCI/G L E 350",247,142,43,37,12,8,1,1,A
5024,"GEOSCI/G L E 360",649,145,129,158,90,93,20,3,B
5025,"GEOSCI/G L E 370",508,130,105,117,68,52,25,5,B
5026,"GEOSCI/ENVIR ST/F&W ECOL/G L E/GEOG/LAND ARC 371",219,73,25,67,6,28,6,4,B
5027,"GEOSCI/ENVIR ST/F&W ECOL/G L E/GEOG/LAND ARC 372",0,0,0,0,0,0,0,0,N/A
5028,"GEOSCI 375",126,47,27,23,18,5,0,0,B
5029,"GEOSCI 376",298,263,20,9,3,1,0,0,A
5030,"GEOSCI 402",6,4,1,1,0,0,0,0,A
5031,"GEOSCI/ENVIR ST 411",2056,889,538,305,143,95,45,15,B
5032,"GEOSCI/GEOG 420",147,33,45,33,11,8,1,0,B
5033,"GEOSCI 430",224,87,44,52,17,10,1,3,B
5034,"GEOSCI/G L E 431",396,188,88,81,19,15,4,0,A
5035,"GEOSCI/CIV ENGR/ENVIR ST/G L E 444",86,25,27,23,5,3,0,0,B
5036,"GEOSCI/G L E 455",512,107,91,185,50,45,21,6,B
5037,"GEOSCI 456",58,16,11,15,5,8,1,1,B
5038,"GEOSCI 457",161,49,68,42,0,0,0,0,A
5039,"GEOSCI 459",161,49,68,42,0,0,0,0,A
5040,"GEOSCI/CIV ENGR/G L E/M S & E 474",382,113,109,124,26,6,3,0,B
5041,"GEOSCI/HIST SCI 514",20,6,2,7,0,0,0,0,B
5042,"GEOSCI 515",126,38,30,32,15,6,2,0,B
5043,"GEOSCI/G L E 537",11,5,1,3,0,0,0,0,A
5044,"GEOSCI/ZOOLOGY 541",91,39,12,15,8,10,3,2,B
5045,"GEOSCI/ZOOLOGY 542",32,12,5,3,2,6,1,0,B
5046,"GEOSCI 551",64,33,15,9,4,2,0,0,A
5047,"GEOSCI 556",24,19,2,1,0,0,0,0,A
5048,"GEOSCI 557",22,13,3,2,1,1,0,0,A
5049,"GEOSCI/G L E 594",506,146,98,133,54,53,10,5,B
5050,"GEOSCI/G L E 595",409,273,62,45,12,10,0,0,A
5051,"GEOSCI/G L E 596",0,0,0,0,0,0,0,0,N/A
5052,"GEOSCI 610",91,48,29,10,0,0,0,0,A
5053,"GEOSCI/G L E 627",776,158,160,320,72,47,10,4,B
5054,"GEOSCI/G L E 629",151,47,44,44,6,2,1,1,B
5055,"GEOSCI 681",0,0,0,0,0,0,0,0,N/A
5056,"GEOSCI 682",4,3,0,0,0,0,0,0,A
5057,"GEOSCI 691",0,0,0,0,0,0,0,0,N/A
5058,"GEOSCI 692",1,1,0,0,0,0,0,0,A
5059,"GEOSCI 698",0,0,0,0,0,0,0,0,N/A
5060,"GEOSCI 699",46,33,5,6,2,0,0,0,A
5061,"GEOSCI 701",6,1,1,4,0,0,0,0,B
5062,"GEOSCI 720",10,7,2,1,0,0,0,0,A
5063,"GEOSCI/G L E 724",65,34,22,6,1,0,0,0,A
5064,"GEOSCI 727",40,35,2,1,0,0,0,1,A
5065,"GEOSCI 729",10,7,2,1,0,0,0,0,A
5066,"GEOSCI 731",6,3,2,1,0,0,0,0,A
5067,"GEOSCI 732",66,51,9,5,0,0,0,0,A
5068,"GEOSCI 740",7,7,0,0,0,0,0,0,A
5069,"GEOSCI/G L E 747",0,0,0,0,0,0,0,0,N/A
5070,"GEOSCI/ATM OCN/ENVIR ST/ZOOLOGY 750",82,79,0,2,0,0,0,0,A
5071,"GEOSCI 755",7,1,1,3,0,0,0,0,B
5072,"GEOSCI/G L E 757",6,6,0,0,0,0,0,0,A
5073,"GEOSCI 758",20,14,3,3,0,0,0,0,A
5074,"GEOSCI 765",31,15,15,1,0,0,0,0,A
5075,"GEOSCI 771",31,20,7,2,0,0,0,0,A
5076,"GEOSCI 777",97,94,1,1,0,0,0,0,A
5077,"GEOSCI 793",51,31,15,3,0,0,0,0,A
5078,"GEOSCI 796",23,11,4,5,0,0,0,0,A
5079,"GEOSCI 875",1248,1001,45,20,0,3,0,0,A
5080,"GEOSCI/ATM OCN/BOTANY/CIV ENGR/ENVIR ST/ZOOLOGY 911",422,394,0,1,0,0,0,0,A
5081,"GEOSCI 920",86,85,0,0,0,0,0,0,A
5082,"GEOSCI 929",44,23,6,0,0,0,0,0,A
5083,"GEOSCI 940",75,41,3,7,0,1,0,0,A
5084,"GEOSCI 970",41,26,12,1,0,0,0,0,A
5085,"GEOSCI/ATM OCN/BOTANY/ENVIR ST/F&W ECOL/GEOG/ZOOLOGY 980",4,0,0,0,0,0,0,0,N/A
5086,"GEOSCI 990",290,0,0,0,0,0,0,0,N/A
5087,"GEOSCI 991",142,120,0,0,0,0,0,0,A
5088,"GEOSCI 999",0,0,0,0,0,0,0,0,N/A
5089,"GERMAN 101",2900,1667,475,422,105,106,42,49,A
5090,"GERMAN 102",2117,1145,376,354,87,96,24,18,A
5091,"GERMAN 111",265,169,41,37,7,1,1,3,A
5092,"GERMAN 112",118,75,22,12,8,0,1,0,A
5093,"GERMAN 203",2054,1166,366,332,65,71,19,22,A
5094,"GERMAN 204",1720,1099,288,230,34,35,17,12,A
5095,"GERMAN 213",86,62,13,9,2,0,0,0,A
5096,"GERMAN 214",15,11,3,1,0,0,0,0,A
5097,"GERMAN 235",0,0,0,0,0,0,0,0,N/A
5098,"GERMAN 236",284,187,57,24,6,4,1,2,A
5099,"GERMAN 245",410,326,61,11,1,1,0,4,A
5100,"GERMAN 249",1355,893,263,109,29,37,6,12,A
5101,"GERMAN 258",1110,631,266,103,50,34,9,10,A
5102,"GERMAN 262",889,757,70,39,7,6,0,7,A
5103,"GERMAN 264",0,0,0,0,0,0,0,0,N/A
5104,"GERMAN 266",0,0,0,0,0,0,0,0,N/A
5105,"GERMAN 267",1212,976,156,53,7,11,3,4,A
5106,"GERMAN/JEWISH/LITTRANS 269",77,37,25,8,2,3,0,2,A
5107,"GERMAN 271",258,48,95,59,24,6,1,1,B
5108,"GERMAN 272",946,433,172,196,48,60,15,5,B
5109,"GERMAN 275",110,67,19,12,6,1,2,2,A
5110,"GERMAN/LITTRANS 276",843,605,149,45,14,10,3,5,A
5111,"GERMAN 278",362,148,83,75,21,18,1,2,B
5112,"GERMAN/JEWISH/LITTRANS 279",422,183,141,53,7,7,3,2,A
5113,"GERMAN/LITTRANS 280",193,124,24,24,4,8,4,1,A
5114,"GERMAN 285",36,33,2,0,0,0,1,0,A
5115,"GERMAN 298",0,0,0,0,0,0,0,0,N/A
5116,"GERMAN 299",0,0,0,0,0,0,0,0,N/A
5117,"GERMAN 305",127,51,41,23,5,1,1,2,B
5118,"GERMAN 311",0,0,0,0,0,0,0,0,N/A
5119,"GERMAN 312",1,1,0,0,0,0,0,0,A
5120,"GERMAN 313",0,0,0,0,0,0,0,0,N/A
5121,"GERMAN 314",3,3,0,0,0,0,0,0,A
5122,"GERMAN 325",0,0,0,0,0,0,0,0,N/A
5123,"GERMAN 335",0,0,0,0,0,0,0,0,N/A
5124,"GERMAN 337",513,221,174,68,28,13,1,3,A
5125,"GERMAN 351",425,228,89,58,23,20,6,1,A
5126,"GERMAN 352",178,107,28,12,11,9,3,2,A
5127,"GERMAN 362",303,159,84,42,10,4,1,3,A
5128,"GERMAN 367",303,159,84,42,10,4,1,3,A
5129,"GERMAN 368",303,159,84,42,10,4,1,3,A
5130,"GERMAN 369",303,159,84,42,10,4,1,3,A
5131,"GERMAN 372",892,649,149,60,9,2,8,3,A
5132,"GERMAN 377",892,649,149,60,9,2,8,3,A
5133,"GERMAN 378",892,649,149,60,9,2,8,3,A
5134,"GERMAN 379",892,649,149,60,9,2,8,3,A
5135,"GERMAN 385",1,1,0,0,0,0,0,0,A
5136,"GERMAN 391",274,267,4,0,0,0,0,0,A
5137,"GERMAN 392",77,72,2,0,0,0,0,0,A
5138,"GERMAN 401",7,4,1,1,1,0,0,0,A
5139,"GERMAN 402",6,5,0,1,0,0,0,0,A
5140,"GERMAN 403",1,1,0,0,0,0,0,0,A
5141,"GERMAN 404",1,1,0,0,0,0,0,0,A
5142,"GERMAN 411",136,75,30,19,4,2,1,2,A
5143,"GERMAN 445",0,0,0,0,0,0,0,0,N/A
5144,"GERMAN/JEWISH 510",23,9,8,4,1,0,0,0,A
5145,"GERMAN 560",15,13,0,0,0,0,0,0,A
5146,"GERMAN 612",18,17,0,1,0,0,0,0,A
5147,"GERMAN 625",0,0,0,0,0,0,0,0,N/A
5148,"GERMAN 632",0,0,0,0,0,0,0,0,N/A
5149,"GERMAN 644",93,73,10,6,1,0,0,0,A
5150,"GERMAN 645",0,0,0,0,0,0,0,0,N/A
5151,"GERMAN 650",177,144,16,8,3,2,0,0,A
5152,"GERMAN/MEDIEVAL 651",94,73,16,1,0,0,0,0,A
5153,"GERMAN/COM ARTS 655",60,17,11,16,3,5,1,2,B
5154,"GERMAN 676",299,159,61,46,6,13,4,4,A
5155,"GERMAN 677",75,29,20,19,1,2,2,0,B
5156,"GERMAN 681",0,0,0,0,0,0,0,0,N/A
5157,"GERMAN 682",0,0,0,0,0,0,0,0,N/A
5158,"GERMAN 683",0,0,0,0,0,0,0,0,N/A
5159,"GERMAN 698",1,0,0,0,0,0,0,0,N/A
5160,"GERMAN 699",0,0,0,0,0,0,0,0,N/A
5161,"GERMAN 720",101,96,5,0,0,0,0,0,A
5162,"GERMAN 722",115,110,4,1,0,0,0,0,A
5163,"GERMAN 723",1,0,0,0,0,0,0,0,N/A
5164,"GERMAN 724",0,0,0,0,0,0,0,0,N/A
5165,"GERMAN 725",0,0,0,0,0,0,0,0,N/A
5166,"GERMAN 727",216,202,7,2,0,0,0,0,A
5167,"GERMAN 742",18,11,3,3,0,0,0,0,A
5168,"GERMAN/MEDIEVAL 755",211,187,2,1,0,0,0,1,A
5169,"GERMAN 758",241,215,12,2,0,0,0,1,A
5170,"GERMAN 768",24,22,0,0,0,0,0,0,A
5171,"GERMAN 799",21,20,0,0,0,0,0,0,A
5172,"GERMAN/FRENCH/HISTORY/POLI SCI/SOC 804",52,40,7,0,0,0,0,0,A
5173,"GERMAN 947",111,79,15,6,2,1,0,0,A
5174,"GERMAN 960",105,98,4,0,1,0,0,0,A
5175,"GERMAN 970",76,71,0,0,1,0,0,0,A
5176,"GERMAN 990",4,0,0,0,0,0,0,0,N/A
5177,"GERMAN 991",83,0,0,0,0,0,0,0,N/A
5178,"GNS/FOLKLORE 200",167,119,25,10,3,2,0,2,A
5179,"GNS/ENVIR ST 210",62,57,4,1,0,0,0,0,A
5180,"GNS/HISTORY 265",711,239,241,139,39,19,4,6,B
5181,"GNS 270",12,6,2,3,1,0,0,0,A
5182,"GNS 324",0,0,0,0,0,0,0,0,N/A
5183,"GNS 329",0,0,0,0,0,0,0,0,N/A
5184,"GNS 331",0,0,0,0,0,0,0,0,N/A
5185,"GNS 332",2,2,0,0,0,0,0,0,A
5186,"GNS 339",7,3,2,2,0,0,0,0,A
5187,"GNS 340",10,7,2,1,0,0,0,0,A
5188,"GNS 351",0,0,0,0,0,0,0,0,N/A
5189,"GNS 352",0,0,0,0,0,0,0,0,N/A
5190,"GNS 370",10,7,1,1,0,0,0,1,B
5191,"GNS 375",23,8,4,5,1,2,2,0,B
5192,"GNS 429",0,0,0,0,0,0,0,0,N/A
5193,"GNS 431",0,0,0,0,0,0,0,0,N/A
5194,"GNS 432",2,2,0,0,0,0,0,0,A
5195,"GNS 439",0,0,0,0,0,0,0,0,N/A
5196,"GNS 440",1,1,0,0,0,0,0,0,A
5197,"GNS 451",0,0,0,0,0,0,0,0,N/A
5198,"GNS 452",2,2,0,0,0,0,0,0,A
5199,"GNS 460",1,1,0,0,0,0,0,0,A
5200,"GNS 471",13,13,0,0,0,0,0,0,A
5201,"GNS 529",0,0,0,0,0,0,0,0,N/A
5202,"GNS 531",0,0,0,0,0,0,0,0,N/A
5203,"GNS 532",0,0,0,0,0,0,0,0,N/A
5204,"GNS 539",0,0,0,0,0,0,0,0,N/A
5205,"GNS 540",5,4,0,0,0,1,0,0,A
5206,"GNS 551",64,33,15,9,4,2,0,0,A
5207,"GNS 552",0,0,0,0,0,0,0,0,N/A
5208,"GNS 624",0,0,0,0,0,0,0,0,N/A
5209,"GNS 700",8,8,0,0,0,0,0,0,A
5210,"GREEK 103",328,161,57,50,13,23,8,4,B
5211,"GREEK 104",178,81,42,28,9,7,0,0,A
5212,"GREEK 303",21,11,7,1,0,1,0,0,A
5213,"GREEK 304",7,5,1,0,0,1,0,0,A
5214,"GREEK 305",147,78,29,25,6,2,0,1,A
5215,"GREEK 306",114,72,22,11,3,2,1,0,A
5216,"GREEK 401",35,29,4,2,0,0,0,0,A
5217,"GREEK 505",32,29,1,1,0,0,0,0,A
5218,"GREEK 510",37,28,7,0,0,0,0,0,A
5219,"GREEK 511",57,30,16,7,1,0,0,0,A
5220,"GREEK 512",51,33,11,3,0,1,0,0,A
5221,"GREEK 520",49,40,6,2,0,0,0,0,A
5222,"GREEK 521",21,14,3,1,2,0,0,0,A
5223,"GREEK 530",12,7,5,0,0,0,0,0,A
5224,"GREEK 532",33,12,16,2,1,1,0,0,A
5225,"GREEK 541",7,5,2,0,0,0,0,0,A
5226,"GREEK 551",27,21,2,4,0,0,0,0,A
5227,"GREEK 560",24,16,5,1,0,0,0,0,A
5228,"GREEK 681",239,166,46,21,1,0,0,0,A
5229,"GREEK 691",24,22,0,0,0,0,0,0,A
5230,"GREEK 699",24,22,0,0,0,0,0,0,A
5231,"GREEK 801",10,9,0,1,0,0,0,0,A
5232,"GREEK 890",0,0,0,0,0,0,0,0,N/A
5233,"GREEK 910",25,21,4,0,0,0,0,0,A
5234,"GREEK 930",21,14,6,1,0,0,0,0,A
5235,"HEBR-BIB 103",6,3,0,2,0,0,0,0,A
5236,"HEBR-BIB 104",0,0,0,0,0,0,0,0,N/A
5237,"HEBR-BIB 303",0,0,0,0,0,0,0,0,N/A
5238,"HEBR-BIB 304",0,0,0,0,0,0,0,0,N/A
5239,"HEBR-BIB 323",0,0,0,0,0,0,0,0,N/A
5240,"HEBR-BIB 324",0,0,0,0,0,0,0,0,N/A
5241,"HEBR-BIB/CLASSICS/JEWISH/LITTRANS/RELIG ST 332",804,300,218,161,42,31,8,13,B
5242,"HEBR-BIB/JEWISH 513",0,0,0,0,0,0,0,0,N/A
5243,"HEBR-BIB/JEWISH 514",1,1,0,0,0,0,0,0,A
5244,"HEBR-BIB 700",1,1,0,0,0,0,0,0,A
5245,"HEBR-BIB 701",0,0,0,0,0,0,0,0,N/A
5246,"HEBR-BIB 702",0,0,0,0,0,0,0,0,N/A
5247,"HEBR-BIB 703",0,0,0,0,0,0,0,0,N/A
5248,"HEBR-BIB 704",0,0,0,0,0,0,0,0,N/A
5249,"HEBR-BIB 705",0,0,0,0,0,0,0,0,N/A
5250,"HEBR-BIB 706",0,0,0,0,0,0,0,0,N/A
5251,"HEBR-BIB 723",0,0,0,0,0,0,0,0,N/A
5252,"HEBR-BIB 743",0,0,0,0,0,0,0,0,N/A
5253,"HEBR-BIB 744",0,0,0,0,0,0,0,0,N/A
5254,"HEBR-BIB 751",0,0,0,0,0,0,0,0,N/A
5255,"HEBR-BIB 752",0,0,0,0,0,0,0,0,N/A
5256,"HEBR-BIB 754",0,0,0,0,0,0,0,0,N/A
5257,"HEBR-BIB 755",0,0,0,0,0,0,0,0,N/A
5258,"HEBR-BIB 799",1,0,0,0,0,0,0,0,N/A
5259,"HEBR-BIB 951",0,0,0,0,0,0,0,0,N/A
5260,"HEBR-BIB 990",2,0,0,0,0,0,0,0,N/A
5261,"HEBR-MOD 101",178,139,24,6,3,0,1,4,A
5262,"HEBR-MOD 102",99,88,8,1,0,1,1,0,A
5263,"HEBR-MOD 201",85,71,10,3,0,0,0,1,A
5264,"HEBR-MOD 202",43,34,7,2,0,0,0,0,A
5265,"HEBR-MOD/JEWISH 301",145,94,33,10,2,2,0,0,A
5266,"HEBR-MOD/JEWISH 302",88,67,16,3,2,0,0,0,A
5267,"HEBR-MOD 310",145,94,33,10,2,2,0,0,A
5268,"HEBR-MOD 311",145,94,33,10,2,2,0,0,A
5269,"HEBR-MOD/JEWISH 401",106,47,37,17,4,0,0,1,A
5270,"HEBR-MOD/JEWISH 402",79,55,14,10,0,0,0,0,A
5271,"HISTORY 101",4325,1210,1462,902,263,170,39,44,B
5272,"HISTORY 102",4419,1350,1322,966,329,154,40,40,B
5273,"HISTORY/ASIAN 103",1124,508,323,140,48,28,7,8,A
5274,"HISTORY/ASIAN 104",911,215,229,259,71,54,17,22,B
5275,"HISTORY 105",377,168,100,64,11,7,3,1,A
5276,"HISTORY/ED POL 107",195,92,36,27,15,8,3,1,B
5277,"HISTORY/ASIAN 108",122,73,28,14,2,0,1,0,A
5278,"HISTORY 109",1268,435,295,181,87,48,16,15,B
5279,"HISTORY/CLASSICS 110",1766,457,595,410,114,38,17,15,B
5280,"HISTORY 111",2556,547,676,636,275,117,25,31,B
5281,"HISTORY/MEDIEVAL/RELIG ST 112",333,119,95,57,15,5,3,1,B
5282,"HISTORY 115",1002,320,308,184,48,27,10,9,B
5283,"HISTORY 119",2556,547,676,636,275,117,25,31,B
5284,"HISTORY 120",78,20,13,21,9,3,0,1,B
5285,"HISTORY 123",1044,183,334,303,102,32,5,7,B
5286,"HISTORY 124",787,227,317,150,34,15,3,9,B
5287,"HISTORY/ENVIR ST/HIST SCI 125",500,123,161,112,30,17,3,4,B
5288,"HISTORY/AFRICAN 129",453,103,145,103,48,22,9,9,B
5289,"HISTORY 130",1709,961,331,157,60,38,24,31,A
5290,"HISTORY/HIST SCI/MED HIST 132",596,166,236,97,26,10,6,4,B
5291,"HISTORY 133",107,40,31,14,4,1,2,1,B
5292,"HISTORY/GEN&WS 134",438,178,103,74,17,23,8,10,B
5293,"HISTORY 136",700,434,171,35,18,9,8,6,A
5294,"HISTORY 139",459,205,101,32,11,9,2,0,A
5295,"HISTORY 140",106,12,19,21,19,17,2,2,BC
5296,"HISTORY 142",615,210,144,157,43,31,7,4,B
5297,"HISTORY/ED POL 143",88,53,24,1,5,3,1,1,A
5298,"HISTORY 145",49,19,7,9,3,0,1,2,B
5299,"HISTORY 150",110,41,45,17,0,1,0,0,A
5300,"HISTORY/CHICLA 151",331,254,42,18,5,6,3,1,A
5301,"HISTORY/CHICLA 152",261,85,66,36,9,4,1,5,B
5302,"HISTORY/CHICLA 153",69,45,15,5,0,1,0,3,A
5303,"HISTORY/ASIAN AM 160",2708,1654,618,218,93,42,19,29,A
5304,"HISTORY/ASIAN AM 161",1440,905,285,135,35,33,10,19,A
5305,"HISTORY/HIST SCI 171",83,40,25,2,1,0,0,0,A
5306,"HISTORY/AMER IND 190",67,45,7,4,0,3,1,1,A
5307,"HISTORY 199",497,192,124,67,39,10,1,8,B
5308,"HISTORY 200",333,119,95,57,15,5,3,1,B
5309,"HISTORY 201",3586,1597,983,562,165,90,29,62,B
5310,"HISTORY/RELIG ST 205",857,255,221,219,48,33,3,8,B
5311,"HISTORY/RELIG ST 208",307,70,91,93,17,3,0,1,B
5312,"HISTORY/RELIG ST 209",116,35,26,24,6,0,0,0,B
5313,"HISTORY/RELIG ST 212",82,39,8,14,2,8,1,2,B
