block,total,aCount,abCount,bCount,bcCount,cCount,dCount,fCount,letter
AN SCI/DY SCI/FOOD SCI/SOIL SCI 472,104,58,16,19,2,4,1,0,A
AN SCI/DY SCI/FOOD SCI/SOIL SCI 473,104,58,16,19,2,4,1,0,A
AN SCI 503,841,638,133,53,12,2,1,0,A
AN SCI 508,137,52,43,31,5,1,0,0,A
AN SCI 511,7992,5838,1122,592,197,109,35,29,A
AN SCI 512,145,95,30,17,0,1,0,0,A
AN SCI/FOOD SCI 515,128,49,27,35,7,5,0,0,B
AN SCI/F&W ECOL/ZOOLOGY 520,1248,297,190,379,83,158,53,26,B
AN SCI/F&W ECOL/ZOOLOGY 521,830,413,120,149,36,58,19,8,B
AN SCI 610,14,10,1,0,0,0,0,0,A
AN SCI/AGRONOMY/GENETICS/HORT 615,21,9,6,2,0,0,0,0,A
AN SCI/NUTR SCI 626,114,77,24,12,1,0,0,0,A
AN SCI 681,0,0,0,0,0,0,0,0,
AN SCI 682,2,2,0,0,0,0,0,0,A
AN SCI 691,0,0,0,0,0,0,0,0,
AN SCI 692,0,0,0,0,0,0,0,0,
AN SCI 699,171,166,0,0,1,0,0,0,A
AN SCI/FOOD SCI 710,75,27,40,7,0,0,0,0,A
AN SCI/FOOD SCI 711,20,11,8,1,0,0,0,0,A
AN SCI 799,3,3,0,0,0,0,0,0,A
AN SCI/DY SCI 824,22,10,6,4,1,0,0,0,A
AN SCI/DY SCI 825,17,8,6,3,0,0,0,0,A
AN SCI/GENETICS/POP HLTH 849,34,28,2,2,0,0,0,0,A
AN SCI 865,20,7,9,4,0,0,0,0,A
AN SCI 875,430,328,53,34,7,2,0,0,A
AN SCI/DY SCI 931,51,29,15,7,0,0,0,0,A
AN SCI/DY SCI/GENETICS 951,45,42,1,2,0,0,0,0,A
AN SCI/OBS&GYN/ZOOLOGY 954,844,802,23,14,0,0,0,0,A
AN SCI 990,27,0,0,0,0,0,0,0,
ANTHRO 100,7877,1538,990,1815,892,2189,219,117,BC
ANTHRO 102,4068,1056,623,882,462,783,96,48,B
ANTHRO 104,26213,12437,5520,4933,1523,1133,273,171,B
ANTHRO 105,10375,4564,2323,1628,719,734,188,90,B
ANTHRO 120,318,170,80,38,18,6,0,1,A
ANTHRO/FOLKLORE/INTL ST/LINGUIS 211,215,104,40,36,11,8,1,2,A
ANTHRO 212,896,498,103,173,28,33,13,9,A
ANTHRO/MED HIST 231,89,63,22,2,0,0,0,0,A
ANTHRO 237,69,19,28,11,4,3,1,0,B
ANTHRO/AFROAMER/C&E SOC/GEOG/HISTORY/LACIS/POLI SCI/SOC/SPANISH 260,1388,616,292,229,76,65,12,22,B
ANTHRO/ART HIST/DS/HISTORY/LAND ARC 264,301,105,89,39,9,9,3,2,B
ANTHRO 265,401,121,110,96,42,17,6,3,B
ANTHRO/AFRICAN/AFROAMER/GEOG/HISTORY/POLI SCI/SOC 277,5865,1626,1688,1319,507,283,82,81,B
ANTHRO 300,1243,519,212,302,80,83,14,13,B
ANTHRO/LINGUIS 301,1770,667,463,251,190,108,41,29,B
ANTHRO 302,173,79,36,33,0,13,1,3,B
ANTHRO 303,249,83,2,94,0,49,12,6,BC
ANTHRO 304,245,101,89,25,8,5,2,2,A
ANTHRO 307,16,4,5,4,2,0,0,0,B
ANTHRO 310,727,341,137,109,55,35,11,7,B
ANTHRO/AMER IND 314,2067,472,365,435,288,367,44,27,BC
ANTHRO 321,839,225,73,195,53,137,57,53,BC
ANTHRO 322,734,323,100,143,44,61,18,5,B
ANTHRO 330,346,207,63,32,6,8,2,4,A
ANTHRO 333,136,52,19,31,12,14,4,2,B
ANTHRO 337,23,14,4,1,1,2,0,1,B
ANTHRO 339,113,88,11,5,1,1,0,0,A
ANTHRO 340,11,7,1,1,0,1,0,0,A
ANTHRO/RELIG ST 343,277,156,54,42,7,2,1,3,A
ANTHRO 345,14,5,4,3,1,1,0,0,B
ANTHRO 348,13,6,3,2,2,0,0,0,A
ANTHRO 350,121,65,44,5,0,1,0,0,A
ANTHRO 352,39,19,14,3,2,0,0,0,A
ANTHRO/AMER IND 354,241,97,41,43,24,17,3,4,B
ANTHRO 357,119,101,11,3,0,0,0,0,A
ANTHRO/LACIS 361,40,23,13,3,0,0,0,0,A
ANTHRO/LACIS 362,16,10,4,2,0,0,0,0,A
ANTHRO/LACIS 363,6,2,3,1,0,0,0,0,A
ANTHRO/LACIS 364,3,2,0,1,0,0,0,0,A
ANTHRO 365,154,94,31,20,3,3,1,2,A
ANTHRO 370,0,0,0,0,0,0,0,0,
ANTHRO/LACIS 376,75,43,26,3,0,2,0,1,A
ANTHRO/LACIS 377,18,10,6,0,1,1,0,0,A
ANTHRO 391,178,74,30,31,12,21,1,1,B
ANTHRO 405,36,28,1,4,0,0,0,1,A
ANTHRO/BOTANY/ZOOLOGY 410,3025,892,446,727,310,414,132,44,B
ANTHRO 411,100,68,11,8,0,2,0,0,A
ANTHRO 415,0,0,0,0,0,0,0,0,
ANTHRO 420,32,15,9,5,0,0,0,0,A
ANTHRO 424,30,18,5,1,0,0,0,0,A
ANTHRO/LINGUIS 430,232,120,62,28,6,5,0,4,A
ANTHRO/AMER IND/FOLKLORE 431,94,53,15,9,4,4,4,1,B
ANTHRO/AMER IND/FOLKLORE/GEN&WS 437,224,146,40,12,9,4,4,6,A
ANTHRO/GEN&WS 443,285,68,115,78,5,2,0,1,B
ANTHRO 448,118,31,36,36,7,3,2,1,B
ANTHRO 453,46,38,2,0,0,0,0,0,A
ANTHRO 454,46,38,2,0,0,0,0,0,A
ANTHRO 455,46,38,2,0,0,0,0,0,A
ANTHRO 456,46,38,2,0,0,0,0,0,A
ANTHRO 458,529,166,119,124,62,37,12,4,B
ANTHRO 460,0,0,0,0,0,0,0,0,
ANTHRO/AMER IND/BOTANY 474,661,400,120,73,23,12,8,1,A
ANTHRO 477,20,12,4,2,1,0,0,0,A
ANTHRO 490,992,629,174,121,31,20,1,8,A
ANTHRO/FOLKLORE 520,0,0,0,0,0,0,0,0,
ANTHRO 545,125,34,34,31,2,1,0,0,B
ANTHRO/ED POL 570,507,315,114,51,8,4,2,1,A
ANTHRO 601,8,8,0,0,0,0,0,0,A
ANTHRO 603,53,53,0,0,0,0,0,0,A
ANTHRO 605,27,24,3,0,0,0,0,0,A
ANTHRO 606,57,36,15,4,1,0,0,0,A
ANTHRO/NTP/PSYCH/ZOOLOGY 619,464,171,50,182,9,18,10,1,B
ANTHRO 668,181,105,51,18,1,1,0,1,A
ANTHRO 681,0,0,0,0,0,0,0,0,
ANTHRO 682,3,2,0,0,0,0,0,0,A
ANTHRO 690,266,195,39,12,2,6,0,1,A
ANTHRO 691,0,0,0,0,0,0,0,0,
ANTHRO 692,1,1,0,0,0,0,0,0,A
ANTHRO 696,118,111,4,2,0,0,0,1,A
ANTHRO 698,0,0,0,0,0,0,0,0,
ANTHRO 699,11,8,3,0,0,0,0,0,A
ANTHRO/ART HIST/DS/HISTORY/LAND ARC 764,16,14,0,0,0,0,0,0,A
ANTHRO 860,114,66,32,5,2,1,0,0,A
ANTHRO 900,91,77,9,0,0,0,0,0,A
ANTHRO/PSYCH 906,20,18,2,0,0,0,0,0,A
ANTHRO 909,185,159,19,4,1,0,0,0,A
ANTHRO 917,47,38,6,0,0,0,0,0,A
ANTHRO 919,52,18,28,4,0,0,0,0,A
ANTHRO/GEN&WS 920,15,15,0,0,0,0,0,0,A
ANTHRO/C&E SOC/ECON/SOC 925,86,43,10,0,0,0,0,0,A
ANTHRO 940,167,132,20,3,0,0,0,0,A
ANTHRO 942,213,150,41,18,1,2,0,0,A
ANTHRO/ED POL 970,94,71,17,1,0,0,0,1,A
ANTHRO/A A E/C&E SOC/GEOG/HISTORY/LACIS/POLI SCI/PORTUG/SOC/SPANISH 982,151,106,35,5,0,0,0,0,A
ANTHRO/AFRICAN/ECON/GEOG/HISTORY/POLI SCI 983,15,6,6,1,0,0,0,0,A
ANTHRO 990,168,0,0,0,0,0,0,0,
ANTHRO 999,14,10,0,0,0,0,0,0,A
ABT 700,92,68,16,5,0,1,0,1,A
ABT 705,75,54,16,5,0,0,0,0,A
ABT 710,50,47,2,1,0,0,0,0,A
ABT 715,36,25,8,0,1,0,0,1,A
ABT 720,56,35,14,3,3,0,0,1,A
ABT 725,42,30,8,1,1,2,0,0,A
ABT 730,0,0,0,0,0,0,0,0,
ABT 735,16,4,9,3,0,0,0,0,A
ABT 740,13,11,2,0,0,0,0,0,A
ABT 745,3,2,0,0,0,1,0,0,B
ABT 750,23,21,2,0,0,0,0,0,A
ABT 755,7,3,3,1,0,0,0,0,A
ABT 760,12,12,0,0,0,0,0,0,A
ABT 765,24,20,2,1,1,0,0,0,A
ABT 770,21,14,5,1,0,1,0,0,A
ABT 775,4,3,0,1,0,0,0,0,A
ABT 780,1,1,0,0,0,0,0,0,A
ABT 785,0,0,0,0,0,0,0,0,
ABT 789,14,13,1,0,0,0,0,0,A
ABT 790,20,13,7,0,0,0,0,0,A
ART 100,19960,5797,8080,4011,1217,508,137,136,B
ART 102,2515,1651,478,191,60,60,13,36,A
ART 104,2045,1218,522,161,65,30,14,21,A
ART 107,239,112,83,23,12,6,0,2,A
ART 108,2573,1275,555,383,179,75,44,21,B
ART 112,35,31,3,0,0,0,0,0,A
ART 176,841,696,90,30,7,7,3,3,A
ART 208,1767,909,391,235,102,58,23,28,B
ART 212,1955,1350,368,119,41,32,12,19,A
ART 214,495,317,112,37,15,8,2,0,A
ART 222,1118,733,253,87,20,9,2,5,A
ART 224,1234,982,119,73,18,10,2,6,A
ART/DS 226,60,37,15,5,2,1,0,0,A
ART/DS 229,223,149,47,20,1,0,1,0,A
ART 232,602,344,147,83,16,7,2,1,A
ART 236,15,5,1,3,1,3,1,0,B
ART 242,306,240,32,22,0,4,0,0,A
ART 244,609,399,106,48,17,8,1,11,A
ART 302,619,417,144,33,9,4,0,3,A
ART 306,375,274,71,18,2,4,0,2,A
ART 307,149,44,32,25,9,6,3,3,B
ART 309,34,29,2,1,1,0,0,0,A
ART 312,0,0,0,0,0,0,0,0,
ART 314,30,26,2,0,0,2,0,0,A
ART 316,224,137,43,27,6,6,0,0,A
ART 318,151,116,25,4,2,1,0,0,A
ART 322,129,8,26,33,20,14,1,0,BC
ART 324,146,126,13,5,1,0,0,1,A
ART 326,232,167,42,15,2,3,1,1,A
ART 332,102,46,19,14,0,5,0,2,A
ART 333,14,14,0,0,0,0,0,0,A
ART 334,331,247,45,17,4,8,3,3,A
ART 336,389,271,85,14,6,5,3,3,A
ART 338,328,276,38,6,1,0,1,1,A
ART/DANCE 341,139,97,12,20,3,2,1,3,A
ART 342,2,2,0,0,0,0,0,0,A
ART 343,10,5,1,3,1,0,0,0,A
ART 346,240,77,77,19,9,1,1,1,A
ART 348,158,152,0,5,0,0,0,0,A
ART 354,292,100,121,53,10,2,2,2,B
ART 356,213,166,28,12,3,2,2,0,A
ART/THEATRE 366,354,232,67,25,11,9,0,5,A
ART/THEATRE 372,345,221,71,36,4,4,2,0,A
ART 376,764,437,215,70,18,9,3,4,A
ART 393,115,108,1,2,1,0,0,0,A
ART 409,42,33,5,2,0,0,0,1,A
ART 414,135,80,35,9,0,1,1,0,A
ART 428,397,330,33,16,4,7,2,3,A
ART 429,293,206,43,20,6,7,3,3,A
ART 438,391,169,52,111,18,29,3,2,B
ART/DANCE 441,6,3,3,0,0,0,0,0,A
ART 442,191,160,17,6,4,2,0,1,A
ART 443,11,5,3,1,0,0,0,0,A
ART 446,191,160,17,6,4,2,0,1,A
ART 448,1812,1529,129,83,17,23,3,8,A
ART 452,91,53,22,12,1,1,1,0,A
ART 454,150,64,54,21,4,4,0,2,A
ART 456,8,5,3,0,0,0,0,0,A
ART 458,170,37,69,42,7,5,1,6,B
ART 463,70,23,12,28,3,4,0,0,B
ART 465,74,14,17,36,3,3,0,0,B
ART 466,110,96,8,4,0,0,1,0,A
ART 467,116,53,30,27,1,2,0,0,A
ART 469,353,256,50,19,8,3,3,1,A
ART 470,1010,398,378,144,36,11,3,9,A
ART 476,322,203,77,24,6,6,1,2,A
ART 506,55,40,11,2,0,0,0,0,A
ART 507,43,37,3,1,1,0,1,0,A
ART 508,3961,3107,217,224,42,49,13,33,A
ART 511,23,22,0,0,0,0,0,0,A
ART 512,55,45,7,3,0,0,0,0,A
ART 514,9,8,1,0,0,0,0,0,A
ART 516,76,61,7,3,0,0,0,0,A
ART 518,67,49,12,5,1,0,0,0,A
ART 521,32,21,9,1,1,0,0,0,A
ART 522,29,20,3,5,0,0,0,0,A
ART 524,34,27,1,3,0,1,1,0,A
ART 525,14,11,0,2,0,0,0,1,A
ART 526,76,60,7,5,2,1,0,0,A
ART 528,25,20,2,2,1,0,0,0,A
ART 529,112,73,16,9,2,3,1,4,A
ART 531,20,18,0,2,0,0,0,0,A
ART 532,2,1,0,0,0,0,0,0,A
ART 534,219,162,31,9,4,3,0,1,A
ART 536,120,107,13,0,0,0,0,0,A
ART 542,0,0,0,0,0,0,0,0,
ART 544,68,45,13,3,2,0,0,1,A
ART 546,279,98,56,88,16,11,5,3,B
ART 548,187,149,19,12,0,3,0,2,A
ART 552,1217,208,370,345,143,61,17,15,B
ART 554,270,105,93,52,9,5,3,0,A
ART 556,94,46,22,12,5,5,0,0,A
ART 558,23,9,7,6,1,0,0,0,A
ART 560,67,23,14,13,9,6,1,0,B
ART 563,22,14,6,2,0,0,0,0,A
ART 564,301,105,89,39,9,9,3,2,B
ART 565,51,25,5,10,1,4,0,0,A
ART 568,16,15,0,0,0,0,0,0,A
ART 570,0,0,0,0,0,0,0,0,
ART/THEATRE 572,14,4,8,2,0,0,0,0,A
ART 575,45,21,12,8,0,1,0,0,A
ART 576,24,11,5,1,1,2,2,0,B
ART 608,170,170,0,0,0,0,0,0,A
ART 612,4,3,1,0,0,0,0,0,A
ART 614,9,0,0,0,0,0,0,0,
ART 622,705,511,149,36,6,3,0,0,A
ART 624,20,19,0,0,0,0,1,0,A
ART 629,17,14,2,0,0,0,1,0,A
ART 632,0,0,0,0,0,0,0,0,
ART 636,2,2,0,0,0,0,0,0,A
ART 642,0,0,0,0,0,0,0,0,
ART 644,1,1,0,0,0,0,0,0,A
ART 656,76,47,16,10,2,1,0,0,A
ART 663,27,15,5,2,3,0,1,1,B
ART 699,254,250,3,0,0,1,0,0,A
ART 700,0,0,0,0,0,0,0,0,
ART 722,0,0,0,0,0,0,0,0,
ART 726,14,12,1,1,0,0,0,0,A
ART 736,0,0,0,0,0,0,0,0,
ART 740,62,13,17,8,4,1,1,1,B
ART 908,684,610,52,16,1,1,0,1,A
ART 912,0,0,0,0,0,0,0,0,
ART 914,55,51,2,1,0,0,0,0,A
ART 922,217,201,10,6,0,0,0,0,A
ART 924,33,32,0,1,0,0,0,0,A
ART 944,95,71,16,7,0,1,0,0,A
ART 996,270,258,8,1,0,0,0,0,A
ART 999,4483,4326,97,25,1,4,0,1,A
ART ED 321,13,6,2,3,2,0,0,0,B
ART ED 323,179,121,35,17,4,1,0,0,A
ART ED 324,178,128,24,16,7,0,0,0,A
ART ED 327,19,13,5,1,0,0,0,0,A
ART ED 423,123,112,7,3,1,0,0,0,A
ART ED 424,122,108,7,5,0,0,0,0,A
ART ED 425,11,8,1,1,1,0,0,0,A
ART ED/CURRIC 493,155,141,7,2,3,0,0,0,A
ART ED 699,1,1,0,0,0,0,0,0,A
ART ED 999,0,0,0,0,0,0,0,0,
ART HIST 102,1055,506,225,115,36,13,4,6,A
ART HIST 103,1055,506,225,115,36,13,4,6,A
ART HIST 104,736,439,134,41,17,11,7,14,A
ART HIST 105,78,63,6,5,1,2,0,1,A
ART HIST 106,96,37,6,1,1,0,0,2,A
ART HIST 107,239,112,83,23,12,6,0,2,A
ART HIST 130,433,340,45,18,7,5,2,1,A
ART HIST 201,2611,662,473,555,253,220,66,68,B
ART HIST 202,4330,1509,1110,600,272,115,55,55,B
ART HIST 203,158,38,27,26,12,5,2,0,B
ART HIST 205,269,109,51,20,3,0,0,1,A
ART HIST 206,719,199,132,97,85,31,46,29,B
ART HIST 210,397,79,72,29,7,1,6,3,B
ART HIST 227,252,74,31,20,5,4,0,1,A
ART HIST/AFROAMER 241,877,395,234,98,26,16,7,2,A
ART HIST/AFROAMER 242,1356,674,314,195,50,39,16,5,A
ART HIST/ANTHRO/DS/HISTORY/LAND ARC 264,301,105,89,39,9,9,3,2,B
ART HIST/CLASSICS 300,1109,387,192,207,68,71,34,26,B
ART HIST 301,137,44,14,25,9,6,2,2,B
ART HIST 302,127,46,14,19,4,4,0,4,B
ART HIST 303,216,98,29,17,12,6,2,4,A
ART HIST/CLASSICS 304,965,324,191,222,78,40,15,17,B
ART HIST 305,229,53,52,18,17,6,2,2,B
ART HIST 307,149,44,32,25,9,6,3,3,B
ART HIST 308,364,113,83,66,27,15,9,2,B
ART HIST 310,105,16,12,20,6,2,0,2,B
ART HIST 318,112,10,16,12,9,1,1,0,B
ART HIST 320,123,13,19,15,15,12,2,2,BC
ART HIST 323,196,24,33,30,24,12,3,1,B
ART HIST 331,175,62,29,28,4,8,1,1,B
ART HIST 335,64,22,13,10,0,4,0,2,B
ART HIST 336,276,68,70,76,26,20,6,2,B
ART HIST 337,44,5,2,17,10,4,1,1,BC
ART HIST 338,107,35,18,17,9,8,3,6,B
ART HIST 341,137,15,32,23,28,9,1,1,B
ART HIST 346,240,77,77,19,9,1,1,1,A
ART HIST 350,309,76,66,24,13,5,6,2,B
ART HIST 354,224,101,63,24,11,4,4,2,A
ART HIST 355,443,166,100,37,12,6,3,4,A
ART HIST 357,527,92,130,152,72,45,8,7,B
ART HIST 360,141,55,8,5,3,1,1,0,A
ART HIST/DS 363,276,68,70,76,26,20,6,2,B
ART HIST 364,373,147,81,35,13,4,4,3,A
ART HIST 365,266,72,54,30,9,1,0,2,A
ART HIST 372,391,127,103,87,17,4,0,4,B
ART HIST/RELIG ST 373,47,18,7,0,1,0,0,0,A
ART HIST 375,27,16,6,3,0,0,0,0,A
ART HIST/ASIAN 379,447,40,107,160,57,14,4,5,B
ART HIST 403,79,38,13,8,1,2,4,0,A
ART HIST 405,165,55,28,21,7,4,0,4,B
ART HIST 407,304,112,98,23,13,2,1,4,A
ART HIST 408,134,66,23,9,1,3,1,1,A
ART HIST 409,40,26,7,1,0,0,0,1,A
ART HIST 411,296,102,75,50,23,6,1,1,B
ART HIST 412,9,8,1,0,0,0,0,0,A
ART HIST 413,55,26,8,3,2,1,0,0,A
ART HIST/MEDIEVAL 415,122,27,23,19,11,2,1,0,B
ART HIST 420,105,25,23,21,10,5,0,2,B
ART HIST 425,31,7,6,8,4,0,0,0,B
ART HIST/ASIAN 428,267,28,64,110,32,9,6,3,B
ART HIST 430,337,191,54,31,2,1,2,1,A
ART HIST 431,124,82,20,8,1,3,1,1,A
ART HIST 435,88,32,20,14,1,0,0,0,A
ART HIST 436,53,23,16,8,1,0,2,1,B
ART HIST 437,18,9,3,5,0,0,1,0,B
ART HIST 438,391,169,52,111,18,29,3,2,B
ART HIST 440,62,13,17,8,4,1,1,1,B
ART HIST 454,68,14,16,13,1,4,0,1,B
ART HIST 457,177,67,60,17,2,1,0,2,A
ART HIST 468,97,36,19,5,1,3,1,0,A
ART HIST 469,353,256,50,19,8,3,3,1,A
ART HIST 475,88,32,20,14,1,0,0,0,A
ART HIST/RELIG ST 478,61,26,18,9,0,1,0,1,A
ART HIST 479,33,6,12,7,2,0,0,0,B
ART HIST 500,128,94,17,3,2,2,0,0,A
ART HIST 505,30,20,5,3,1,0,0,1,A
ART HIST 506,55,40,11,2,0,0,0,0,A
ART HIST 510,8,6,2,0,0,0,0,0,A
ART HIST 515,29,12,9,4,2,0,0,0,A
ART HIST 525,52,15,10,19,1,3,0,0,B
ART HIST 535,10,6,2,2,0,0,0,0,A
ART HIST 555,72,31,23,7,4,2,1,1,B
ART HIST 556,94,46,22,12,5,5,0,0,A
ART HIST 563,150,73,43,21,5,3,1,0,A
ART HIST 567,13,9,1,2,0,0,0,0,A
ART HIST 575,45,21,12,8,0,1,0,0,A
ART HIST 576,24,11,5,1,1,2,2,0,B
ART HIST 579,27,8,15,0,1,0,0,0,A
ART HIST 600,168,82,35,17,2,2,0,1,A
ART HIST 601,89,81,1,3,0,0,0,1,A
ART HIST 602,39,32,4,1,1,0,0,0,A
ART HIST 603,42,22,14,5,0,0,0,0,A
ART HIST/ASIAN 621,39,16,13,2,0,1,1,1,B
ART HIST/HISTORY/JOURN/L I S 650,121,103,8,2,0,0,0,0,A
ART HIST 681,0,0,0,0,0,0,0,0,
ART HIST 682,1,1,0,0,0,0,0,0,A
ART HIST 691,0,0,0,0,0,0,0,0,
ART HIST 692,0,0,0,0,0,0,0,0,
ART HIST 697,0,0,0,0,0,0,0,0,
ART HIST 698,0,0,0,0,0,0,0,0,
ART HIST 699,1,1,0,0,0,0,0,0,A
ART HIST/CLASSICS 700,0,0,0,0,0,0,0,0,
ART HIST 701,115,84,25,4,0,0,0,0,A
ART HIST 703,6,6,0,0,0,0,0,0,A
ART HIST/CLASSICS 704,0,0,0,0,0,0,0,0,
ART HIST 706,0,0,0,0,0,0,0,0,
ART HIST 707,5,4,0,0,0,0,0,0,A
ART HIST 712,9,8,1,0,0,0,0,0,A
ART HIST 715,23,12,4,1,0,0,0,0,A
ART HIST 731,0,0,0,0,0,0,0,0,
ART HIST 749,12,11,0,0,0,0,0,0,A
ART HIST/ANTHRO/DS/HISTORY/LAND ARC 764,16,14,0,0,0,0,0,0,A
ART HIST 775,6,5,0,0,0,0,0,0,A
ART HIST 776,4,1,1,0,0,0,0,0,A
ART HIST 779,0,0,0,0,0,0,0,0,
ART HIST 797,0,0,0,0,0,0,0,0,
ART HIST 799,82,75,0,0,0,0,0,0,A
ART HIST 800,200,146,28,6,1,0,0,0,A
ART HIST/AFROAMER 801,160,133,9,1,0,0,0,0,A
ART HIST/AFROAMER 802,98,80,8,0,0,0,0,0,A
ART HIST 805,12,8,0,1,0,0,0,0,A
ART HIST 810,0,0,0,0,0,0,0,0,
ART HIST 815,90,64,9,4,2,0,0,0,A
ART HIST 835,7,5,1,1,0,0,0,0,A
ART HIST 855,37,20,10,1,1,0,0,0,A
ART HIST 856,34,25,4,2,0,0,0,0,A
ART HIST 863,34,27,2,2,0,0,0,0,A
ART HIST 865,39,30,6,3,0,0,0,0,A
ART HIST 867,50,39,4,0,0,0,0,0,A
ART HIST 875,32,23,5,2,0,0,0,0,A
ART HIST 876,26,17,1,1,0,0,0,0,A
ART HIST 879,25,18,6,0,0,0,0,0,A
ART HIST 990,90,0,0,0,0,0,0,0,
ASIAN AM 101,1383,347,296,375,140,112,31,24,B
ASIAN AM/AFROAMER/AMER IND/CHICLA/FOLKLORE 102,1567,1066,256,145,25,24,6,7,A
ASIAN AM/DANCE 121,502,337,91,41,15,10,0,1,A
ASIAN AM/ENGL 150,2033,1118,555,199,65,27,9,22,A
ASIAN AM 152,690,432,145,87,13,6,1,2,A
ASIAN AM/HISTORY 160,2708,1654,618,218,93,42,19,29,A
ASIAN AM/HISTORY 161,1440,905,285,135,35,33,10,19,A
ASIAN AM 170,166,105,30,17,4,4,1,5,A
ASIAN AM/SOC 220,2430,881,900,334,148,62,42,31,B
ASIAN AM 240,2153,1341,441,210,61,44,12,15,A
ASIAN AM/ASIAN/HISTORY 246,1212,630,332,126,25,19,9,11,A
ASIAN AM 250,29,5,4,12,5,1,1,0,B
ASIAN AM/ENGL 270,322,184,70,51,5,2,0,2,A
ASIAN AM/AFROAMER/DANCE/FOLKLORE 319,46,36,6,0,1,2,0,0,A
ASIAN AM/COM ARTS 420,162,62,43,34,4,9,2,5,B
ASIAN AM 441,80,47,19,10,4,0,0,0,A
ASIAN AM/ENGL 462,186,126,51,6,0,0,0,1,A
ASIAN AM/ENGL/GEN&WS 463,52,15,22,14,1,0,0,0,B
ASIAN AM/ENGL/GEN&WS 464,90,47,21,21,0,0,0,1,A
ASIAN AM/ENGL 465,92,62,24,3,0,0,0,0,A
ASIAN AM 540,729,376,170,117,29,15,4,9,A
ASIAN AM 560,578,311,119,76,26,22,6,9,A
ASIAN AM/JOURN 662,479,169,179,90,23,9,4,3,B
ASIAN AM 699,0,0,0,0,0,0,0,0,
ASIAN 100,492,259,112,54,30,23,3,3,A
ASIAN/HISTORY 103,1124,508,323,140,48,28,7,8,A
ASIAN/HISTORY 104,911,215,229,259,71,54,17,22,B
ASIAN/HISTORY 108,122,73,28,14,2,0,1,0,A
ASIAN/COUN PSY/ED PSYCH/PSYCH 120,955,511,287,93,32,17,6,7,A
ASIAN 203,0,0,0,0,0,0,0,0,
ASIAN/RELIG ST 206,74,36,19,6,3,0,2,2,A
ASIAN/RELIG ST 218,108,40,32,7,16,3,1,0,B
ASIAN/RELIG ST 236,608,374,110,50,29,15,6,7,A
ASIAN/GEOG/HISTORY/POLI SCI/SOC 244,1470,597,375,240,87,40,16,26,B
ASIAN/ASIAN AM/HISTORY 246,1212,630,332,126,25,19,9,11,A
ASIAN 252,2,1,0,1,0,0,0,0,A
ASIAN 253,175,104,33,19,8,4,2,5,A
ASIAN/HISTORY/POLI SCI 255,1042,467,228,169,51,46,12,11,B
ASIAN/HISTORY/RELIG ST 267,99,56,24,11,4,0,0,0,A
ASIAN 268,139,129,5,1,2,0,0,1,A
ASIAN/RELIG ST 274,93,57,23,11,1,0,0,1,A
ASIAN 277,638,346,138,103,15,7,5,6,A
ASIAN 299,2,2,0,0,0,0,0,0,A
ASIAN 300,633,427,131,37,12,8,1,3,A
ASIAN 301,540,343,106,45,17,8,3,5,A
ASIAN/RELIG ST 306,74,36,19,6,3,0,2,2,A
ASIAN/RELIG ST 307,294,259,21,6,0,0,1,0,A
ASIAN/HISTORY/RELIG ST 308,570,303,122,60,23,14,2,6,A
ASIAN 310,119,67,17,9,12,6,1,6,B
ASIAN 311,20,10,7,3,0,0,0,0,A
ASIAN/HISTORY 319,1594,578,423,286,58,19,3,12,A
ASIAN/HISTORY 335,279,162,58,23,8,11,2,5,A
ASIAN/HISTORY 337,158,65,33,21,10,7,1,7,B
ASIAN/HISTORY 341,289,90,85,52,17,10,1,2,B
ASIAN/HISTORY 342,368,149,87,47,13,5,2,7,A
ASIAN/RELIG ST 350,562,127,173,147,51,15,6,5,B
ASIAN 351,101,69,23,6,2,1,0,0,A
ASIAN 352,279,167,64,27,9,5,2,3,A
ASIAN 353,40,33,3,1,1,0,0,0,A
ASIAN 354,14,3,5,2,1,0,1,1,B
ASIAN 355,27,5,17,1,0,0,0,0,A
ASIAN 357,0,0,0,0,0,0,0,0,
ASIAN 358,26,15,9,0,1,0,0,1,A
ASIAN 360,34,27,3,2,2,0,0,0,A
ASIAN 361,51,35,3,5,1,1,0,1,A
ASIAN/HISTORY 363,118,48,18,15,5,6,2,0,B
ASIAN 367,36,8,9,7,4,4,1,3,BC
ASIAN/AFRICAN/RELIG ST 370,876,409,280,94,24,10,5,6,A
ASIAN 371,832,706,84,24,3,5,8,2,A
ASIAN 372,80,56,15,3,0,2,0,1,A
ASIAN 373,16,7,3,2,1,0,0,0,A
ASIAN 375,62,48,4,3,1,0,0,0,A
ASIAN 376,29,13,4,6,2,1,0,2,B
ASIAN 378,25,6,9,5,3,2,0,0,B
ASIAN/ART HIST 379,447,40,107,160,57,14,4,5,B
ASIAN 403,76,69,2,2,0,1,0,0,A
ASIAN/RELIG ST 405,12,8,3,0,0,0,0,0,A
ASIAN/ART HIST 428,267,28,64,110,32,9,6,3,B
ASIAN/RELIG ST 430,0,0,0,0,0,0,0,0,
ASIAN 432,344,190,102,27,7,3,1,3,A
ASIAN 433,21,12,4,4,0,0,0,0,A
ASIAN 434,54,33,14,2,2,1,0,1,A
ASIAN/COM ARTS 443,11,5,3,1,0,0,0,0,A
